date,origin,destination,commodity,vessel_type,vessel_size,freight_rate,fuel_price,demand_index,supply_index,port_congestion_index
2023-09-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.54,482.61,120.07,78.21,39.97
2023-09-30,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.29,482.23,147.49,74.43,46.2
2023-10-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.14,481.76,142.21,74.78,44.73
2023-10-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.63,482.72,137.44,75.18,43.5
2023-10-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.06,483.26,134.19,75.91,42.34
2023-10-04,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.12,483.76,131.08,76.06,41.83
2023-10-05,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.74,484.4,128.5,75.39,41.15
2023-10-06,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.49,485.36,127.03,75.59,41.02
2023-10-07,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.89,482.23,124.76,75.19,40.38
2023-10-08,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.14,481.71,122.9,76.27,39.6
2023-10-09,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.83,478.47,121.9,76.51,39.39
2023-10-10,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.64,478.55,121.57,76.11,38.8
2023-10-11,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.67,478.58,121.55,75.76,39.01
2023-10-12,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.35,480.18,120.5,74.98,38.38
2023-10-13,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.49,481.99,120.52,74.42,38.75
2023-10-14,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.23,482.32,119.59,75.07,38.38
2023-10-15,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.02,481.6,120.29,76.08,38.98
2023-10-16,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,35.58,482.36,118.17,76.76,38.0
2023-10-17,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,35.53,481.6,118.88,76.61,37.91
2023-10-18,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.27,481.62,118.39,76.47,37.94
2023-10-19,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,35.97,483.13,119.5,75.82,38.69
2023-10-20,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.13,482.33,119.77,76.81,39.42
2023-10-21,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.24,483.57,119.07,76.82,39.26
2023-10-22,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.1,484.61,118.67,77.94,39.9
2023-10-23,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.58,483.21,119.06,78.58,39.88
2023-10-24,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.78,484.7,119.6,77.63,40.45
2023-10-25,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.92,485.78,119.48,77.31,40.05
2023-10-26,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.16,485.96,119.43,76.99,40.2
2023-10-27,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.48,484.85,119.81,76.89,39.36
2023-10-28,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.72,483.59,119.81,76.86,38.91
2023-10-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.44,482.81,118.96,78.48,38.89
2023-10-30,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.79,483.66,118.4,78.03,38.22
2023-10-31,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.64,482.25,118.48,78.13,38.41
2023-11-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.66,482.94,119.14,78.34,38.94
2023-11-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.28,481.11,120.04,78.21,38.96
2023-11-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.39,480.83,120.45,78.2,38.68
2023-11-04,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.23,481.02,120.56,77.66,38.52
2023-11-05,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.5,484.72,120.95,77.66,38.23
2023-11-06,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.56,482.69,120.5,77.98,38.07
2023-11-07,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.48,484.92,120.35,78.17,38.08
2023-11-08,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.14,485.18,119.8,78.53,37.82
2023-11-09,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.56,485.83,119.0,79.36,38.29
2023-11-10,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.57,486.03,119.16,79.8,38.04
2023-11-11,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.28,486.73,119.22,79.83,38.61
2023-11-12,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.63,486.53,119.59,79.19,38.29
2023-11-13,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.18,488.74,119.88,78.85,38.39
2023-11-14,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,36.95,488.09,119.99,78.72,38.89
2023-11-15,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.6,489.81,120.28,78.8,39.42
2023-11-16,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.89,488.88,120.23,78.57,39.23
2023-11-17,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.92,488.82,120.44,78.07,39.51
2023-11-18,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.6,487.24,119.98,77.55,39.56
2023-11-19,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.95,487.95,120.17,76.69,39.39
2023-11-20,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.54,490.15,120.55,76.52,39.73
2023-11-21,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.14,490.06,120.12,75.85,40.37
2023-11-22,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.28,489.8,120.14,75.34,40.56
2023-11-23,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.92,488.16,119.74,75.21,40.69
2023-11-24,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.84,487.84,119.41,74.59,40.88
2023-11-25,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.71,485.48,118.72,74.88,40.12
2023-11-26,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.87,484.14,119.47,75.14,40.49
2023-11-27,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.5,484.51,120.1,74.77,40.25
2023-11-28,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,37.96,486.52,120.42,74.5,40.09
2023-11-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.09,490.77,121.6,74.59,41.25
2023-11-30,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.64,489.92,121.49,74.25,41.12
2023-12-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.14,492.1,123.31,73.59,41.28
2023-12-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.28,492.5,123.17,74.21,41.71
2023-12-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.04,492.3,123.33,74.63,41.37
2023-12-04,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.09,492.98,123.1,74.96,41.13
2023-12-05,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.98,493.1,123.34,75.39,41.69
2023-12-06,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.3,493.3,123.85,74.32,41.83
2023-12-07,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.92,492.71,123.8,75.01,41.2
2023-12-08,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.93,490.65,124.88,75.04,41.68
2023-12-09,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.88,488.36,125.05,75.52,41.57
2023-12-10,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.86,489.37,125.23,75.69,42.23
2023-12-11,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.32,488.99,124.71,75.79,41.86
2023-12-12,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.79,488.12,124.99,75.61,42.35
2023-12-13,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.32,488.16,124.94,75.8,43.04
2023-12-14,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.61,489.39,124.61,75.7,42.62
2023-12-15,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.77,489.69,124.17,76.2,42.43
2023-12-16,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.12,488.73,125.81,75.16,43.0
2023-12-17,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.3,490.6,125.69,74.9,42.63
2023-12-18,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.52,493.0,124.86,76.05,42.53
2023-12-19,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.21,493.77,124.48,75.79,42.34
2023-12-20,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.14,495.26,124.5,75.67,42.25
2023-12-21,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.1,497.16,124.87,75.18,42.36
2023-12-22,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.64,498.88,125.26,75.29,42.49
2023-12-23,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.95,499.83,125.72,74.85,42.67
2023-12-24,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.49,500.76,125.38,74.81,42.34
2023-12-25,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.86,501.57,125.64,75.19,42.19
2023-12-26,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.51,499.95,125.18,74.91,42.02
2023-12-27,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.43,501.03,124.87,75.35,41.93
2023-12-28,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.07,499.03,124.38,75.84,41.63
2023-12-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.0,497.87,123.73,76.46,41.6
2023-12-30,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.61,499.85,124.44,76.43,41.05
2023-12-31,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.94,501.14,124.92,77.98,40.88
2024-01-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.42,503.41,125.59,78.4,40.93
2024-01-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.55,503.03,125.69,78.55,40.61
2024-01-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.84,501.33,126.23,78.03,41.4
2024-01-04,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.36,501.0,125.25,78.13,41.16
2024-01-05,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.12,501.18,125.85,78.75,41.38
2024-01-06,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.62,501.33,126.04,79.58,41.24
2024-01-07,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.73,503.06,126.5,80.25,41.35
2024-01-08,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.26,502.55,126.81,80.59,40.94
2024-01-09,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.79,503.11,126.31,80.04,40.74
2024-01-10,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.8,501.65,125.5,80.41,40.17
2024-01-11,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.65,502.36,125.16,79.84,39.97
2024-01-12,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.94,502.39,125.59,79.03,39.06
2024-01-13,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.89,501.3,126.1,79.07,38.73
2024-01-14,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.5,500.98,125.37,79.44,39.14
2024-01-15,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.03,500.73,124.88,79.97,39.35
2024-01-16,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.69,500.35,124.55,80.27,39.79
2024-01-17,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.41,503.04,124.43,80.55,40.32
2024-01-18,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.98,502.92,123.72,80.16,40.41
2024-01-19,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.99,502.59,122.97,80.22,40.04
2024-01-20,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.66,499.47,122.58,79.53,39.53
2024-01-21,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.1,498.16,122.74,78.5,40.02
2024-01-22,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.19,497.8,122.14,78.96,39.9
2024-01-23,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.43,496.8,122.18,78.58,40.91
2024-01-24,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.13,498.9,122.93,78.9,40.95
2024-01-25,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.95,498.68,122.26,79.56,41.57
2024-01-26,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,38.81,500.65,122.25,79.25,41.51
2024-01-27,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.56,500.77,122.98,79.44,42.22
2024-01-28,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.26,500.85,122.85,79.13,42.87
2024-01-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.52,500.75,122.62,78.24,42.4
2024-01-30,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.45,500.79,123.44,78.18,42.41
2024-01-31,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.24,503.39,123.37,77.95,41.98
2024-02-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.35,499.95,124.16,77.61,41.69
2024-02-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.83,496.97,124.54,78.54,42.05
2024-02-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.29,496.19,124.46,77.79,41.95
2024-02-04,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.28,496.24,124.87,77.92,42.07
2024-02-05,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.35,497.3,125.19,77.38,42.38
2024-02-06,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.44,498.04,125.92,77.72,41.82
2024-02-07,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.26,497.5,125.72,77.9,42.28
2024-02-08,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.24,499.06,125.88,78.07,42.18
2024-02-09,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.0,500.63,125.97,77.58,42.42
2024-02-10,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.96,500.94,126.52,77.11,42.8
2024-02-11,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.9,502.41,126.04,77.65,43.23
2024-02-12,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.79,502.85,126.78,78.43,43.37
2024-02-13,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.36,502.04,127.19,78.6,42.63
2024-02-14,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.56,503.12,126.53,78.25,42.49
2024-02-15,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.17,503.31,127.39,78.29,42.78
2024-02-16,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.75,503.34,128.87,79.29,42.74
2024-02-17,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.02,505.58,129.6,79.23,42.98
2024-02-18,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.86,501.94,130.59,79.81,43.08
2024-02-19,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.78,499.84,130.78,79.41,42.59
2024-02-20,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.17,498.09,129.92,79.52,42.64
2024-02-21,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.06,497.57,128.95,79.98,42.18
2024-02-22,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.16,497.22,129.24,80.13,42.09
2024-02-23,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,43.29,494.99,161.97,74.84,50.08
2024-02-24,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.8,493.54,153.02,75.78,48.34
2024-02-25,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.04,492.28,146.79,77.2,46.77
2024-02-26,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.76,496.0,142.61,78.43,45.75
2024-02-27,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.94,498.73,138.4,79.81,44.53
2024-02-28,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.52,498.14,135.7,81.12,44.04
2024-02-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.86,497.63,134.84,81.32,44.36
2024-03-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.4,495.93,132.92,81.45,44.14
2024-03-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.78,493.1,132.53,82.18,44.32
2024-03-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.35,492.96,131.6,82.68,44.33
2024-03-04,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.1,491.49,131.49,82.2,43.75
2024-03-05,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.28,491.39,130.65,81.81,43.19
2024-03-06,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.66,489.02,131.23,81.97,43.25
2024-03-07,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.68,487.91,131.91,81.78,43.13
2024-03-08,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.91,488.16,131.36,81.85,42.57
2024-03-09,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.48,488.74,132.16,82.27,42.02
2024-03-10,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.78,489.4,131.79,82.7,41.39
2024-03-11,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.58,487.45,132.08,83.32,41.36
2024-03-12,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.88,488.76,132.37,82.32,41.4
2024-03-13,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.87,487.59,132.79,82.38,41.19
2024-03-14,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.61,488.57,133.13,82.68,41.31
2024-03-15,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.13,488.58,132.76,81.97,41.04
2024-03-16,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.92,486.55,132.08,81.74,41.31
2024-03-17,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.65,486.1,132.74,81.22,41.4
2024-03-18,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.07,486.68,132.98,81.2,41.74
2024-03-19,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.0,487.63,133.8,81.89,42.03
2024-03-20,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.13,487.45,133.9,82.88,41.5
2024-03-21,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.0,489.78,133.19,82.58,41.28
2024-03-22,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.96,491.32,133.9,82.74,40.96
2024-03-23,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.26,490.96,133.8,83.04,40.9
2024-03-24,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.8,492.12,134.13,83.18,40.68
2024-03-25,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.32,495.05,133.87,83.42,40.77
2024-03-26,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.07,498.02,134.98,83.4,40.51
2024-03-27,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.68,496.21,134.58,84.31,40.41
2024-03-28,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.59,494.85,134.5,84.87,40.62
2024-03-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.36,497.11,134.68,84.31,41.03
2024-03-30,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.68,495.55,134.15,84.79,40.59
2024-03-31,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.21,493.59,134.47,85.19,40.68
2024-04-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.91,492.9,135.55,85.18,41.02
2024-04-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.34,493.56,135.37,85.78,41.6
2024-04-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.75,493.43,135.73,85.82,41.09
2024-04-04,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.58,492.49,134.19,86.15,40.35
2024-04-05,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.42,491.5,134.28,86.2,41.49
2024-04-06,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.3,490.47,134.2,85.2,41.36
2024-04-07,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.41,489.18,133.82,85.22,40.51
2024-04-08,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.4,492.63,134.58,84.77,40.47
2024-04-09,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.89,493.11,134.49,84.19,39.34
2024-04-10,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.85,494.47,134.49,84.9,39.43
2024-04-11,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.43,493.76,134.37,85.17,39.73
2024-04-12,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.94,493.51,133.32,85.32,39.1
2024-04-13,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.48,492.47,132.74,85.12,38.77
2024-04-14,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.14,488.53,133.42,85.17,39.31
2024-04-15,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,39.72,486.49,132.25,85.84,38.31
2024-04-16,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.02,483.8,131.89,85.48,37.69
2024-04-17,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.81,480.46,131.74,85.5,37.57
2024-04-18,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.07,478.69,132.88,85.76,37.55
2024-04-19,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.45,480.71,133.43,84.71,37.57
2024-04-20,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.39,480.68,133.19,84.72,37.0
2024-04-21,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.32,482.64,134.06,84.38,37.31
2024-04-22,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.02,483.29,133.7,84.36,37.16
2024-04-23,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.39,484.49,134.39,84.01,37.55
2024-04-24,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.38,483.17,133.65,84.19,37.45
2024-04-25,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.4,483.99,134.37,85.04,37.71
2024-04-26,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.26,485.11,134.21,84.9,37.09
2024-04-27,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.43,484.27,133.67,85.13,37.15
2024-04-28,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,40.84,485.14,133.61,86.14,37.0
2024-04-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.29,486.02,133.85,85.83,37.0
2024-04-30,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.43,485.23,133.62,86.77,37.36
2024-05-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.31,483.57,134.02,86.71,37.17
2024-05-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.65,481.83,133.74,87.64,37.64
2024-05-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.29,481.99,134.17,87.95,38.33
2024-05-04,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.42,482.51,134.5,88.06,38.71
2024-05-05,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.83,481.35,134.52,88.02,38.32
2024-05-06,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.94,481.42,134.31,87.74,37.4
2024-05-07,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.0,482.31,134.46,87.76,37.87
2024-05-08,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.37,483.26,134.84,88.15,38.01
2024-05-09,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.66,485.62,136.13,87.95,38.03
2024-05-10,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.44,487.57,136.74,87.7,38.65
2024-05-11,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.87,486.09,137.37,87.48,38.47
2024-05-12,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.65,488.65,139.27,87.69,38.77
2024-05-13,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.72,487.88,139.62,88.25,39.07
2024-05-14,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.84,489.48,139.95,87.87,38.7
2024-05-15,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.96,489.61,140.41,87.46,38.78
2024-05-16,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.72,489.02,139.84,87.74,39.07
2024-05-17,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.37,486.34,139.61,88.54,39.09
2024-05-18,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.39,486.12,139.33,89.15,39.53
2024-05-19,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.72,483.81,139.75,88.46,40.08
2024-05-20,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.66,485.29,139.67,88.34,40.07
2024-05-21,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.36,487.59,139.78,87.86,39.16
2024-05-22,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.31,486.43,140.45,87.63,38.88
2024-05-23,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.28,486.91,140.99,88.35,39.32
2024-05-24,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.41,485.85,140.9,87.65,38.68
2024-05-25,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.27,484.94,140.52,86.9,38.46
2024-05-26,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.69,486.13,141.21,86.38,38.76
2024-05-27,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.89,486.1,141.68,86.45,39.47
2024-05-28,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.36,488.74,140.72,86.91,39.0
2024-05-29,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,41.95,488.05,140.54,87.15,38.7
2024-05-30,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.5,489.58,140.64,87.73,38.7
2024-05-31,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,43.02,489.75,141.11,86.77,38.96
2024-06-01,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,42.94,490.98,141.65,87.29,39.03
2024-06-02,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,43.28,490.34,141.82,87.11,39.49
2024-06-03,Australia,East Coast India,Grain,Capesize,150000-180000 DWT,43.02,490.29,142.16,87.42,39.26
